date,close,train_months,coef,pval,emp_lag_3,signal,price_return,strategy_return,cum_strategy,cum_buyhold
2022-05-31,149.45,12,1.4415077668066896,0.5387355027508276,2.3759899958315955,1,-3.6986919260261653,-3.6986919260261653,0.9630130807397383,0.9630130807397383
2022-06-30,113.09,13,1.1394050973013883,0.576579685752675,1.404723127035834,1,-24.329207092673123,-24.329207092673123,0.728719633997036,0.728719633997036
2022-07-29,115.31,14,0.8617042055572294,0.7685246668161236,2.108010439670749,1,1.963038288089125,1.963038288089125,0.7430246794252208,0.7430246794252208
2022-08-31,96.5,15,1.4241182480668235,0.6071605104281859,5.328352339756193,1,-16.3125487815454,-16.3125487815454,0.6218184161350603,0.6218184161350603
2022-09-30,72.98,16,-1.4400635928836438,0.3976781011559941,3.602762740339749,-1,-24.373056994818654,24.373056994818654,0.7733745731039372,0.4702622591661834
2022-10-31,75.05,17,-2.596583342828059,0.13685371968360727,-0.2522522522522497,1,2.836393532474646,2.836393532474646,0.7953105194772607,0.4836007474708422
2022-11-30,82.61,18,-2.839683560552641,0.07796135616121855,0.09031791907514464,-1,10.07328447701532,-10.07328447701532,0.7151966283746879,0.5323152264965526
2022-12-30,67.99,19,-3.349927739241616,0.03755033890302082,1.7686338206099883,-1,-17.697615300811044,17.697615300811044,0.8417693763088113,0.4381081255235518
2023-01-31,86.03,20,-3.431809487288826,0.036709010640518236,0.2837382514630171,-1,26.533313722606277,-26.533313722606277,0.6184200668719683,0.5543527289129455
2023-02-28,102.55,21,-4.411058909819179,0.02289478967852486,0.19451812555260073,-1,19.202603742880385,-19.202603742880385,0.4996673119640883,0.6608028867839424
2023-03-31,91.98,22,-5.01683807889876,0.011748915211070167,-0.6353688669255231,1,-10.307167235494873,-10.307167235494873,0.4481657664988478,0.5926928281461435
2023-04-28,103.91,23,-4.138183905703357,0.02908941862076688,0.7104795737122638,-1,12.970210915416391,-12.970210915416391,0.3900377213332547,0.6695663380372447
2023-05-31,97.49,24,-4.342887838379831,0.02289000224794035,-0.0705467372134061,1,-6.178423635838703,-6.178423635838703,0.3659395385697142,0.6281976931503319
2023-06-30,126.28,25,-4.039919200482641,0.028073558388532878,-0.3529827038475153,1,29.531233972715153,29.531233972715153,0.4740059999034107,0.8137122237257556
2023-07-31,123.7,26,-4.937504032244417,0.011461873253966933,1.0095642933049875,-1,-2.0430788723471593,2.0430788723471593,0.48369031634109516,0.7970874412011084
2023-08-31,88.84,27,-4.931687901404945,0.009908906955138415,2.034017183938275,-1,-28.181083265966045,28.181083265966045,0.6199994871385938,0.572459565693666
2023-09-29,76.86,28,-5.337805901926888,0.0073112986516875025,-0.13748066678123116,1,-13.484916704187311,-13.484916704187311,0.5363930727315659,0.49526387009472267
2023-10-31,66.62,29,-4.829193195019156,0.013795453024707685,0.3958010669420142,-1,-13.322924798334624,13.322924798334624,0.6078563184350688,0.4292802371286811
2023-11-30,68.49,30,-4.605030661581787,0.017824538810443907,0.1542680836475796,-1,2.806964875412765,-2.806964875412765,0.5907940050836192,0.44132998260197176
2023-12-29,82.61,31,-4.633701359436722,0.014413775343723347,2.327571453020716,-1,20.61614834282377,-20.61614834282377,0.46899503659507047,0.5323152264965526
2024-01-31,78.4,32,-3.9442344069061046,0.043848904014288606,0.9198862686067955,-1,-5.096235322600162,5.096235322600162,0.49289612731126997,0.5051871898962562
2024-02-29,72.78,33,-3.9274442562880605,0.04137188690353126,0.679482930062969,-1,-7.168367346938775,7.168367346938775,0.5282287323557768,0.4689735163348154
2024-03-28,75.21,34,-3.8677600468647966,0.04137361395071121,-0.24691358024691024,1,3.338829348722161,3.338829348722161,0.5458653883000545,0.4846317417359365
2024-04-30,54.56,35,-3.8809196091446867,0.03453029242328847,3.300330033003296,-1,-27.456455258609214,27.456455258609214,0.6957406744108925,0.3515690443971905
2024-05-31,53.2,36,-4.507169402469828,0.011978180638106755,2.4121405750798797,-1,-2.4926686217008776,2.4926686217008776,0.7130831838903429,0.3428055931438881
2024-06-28,50.23,37,-4.376519315518819,0.012227937701386167,0.5927312431757814,-1,-5.5827067669173,5.5827067669173,0.7528925270511384,0.32366776209807324
2024-07-31,56.07,38,-4.325570290270513,0.011872716545035335,-0.1860753605210097,1,11.626518017121246,11.626518017121246,0.8404277123582985,0.36129905277401886
2024-08-30,42.08,39,-4.5190225381968885,0.007456451667607906,0.8699704831443222,-1,-24.950954164437313,24.950954164437313,1.0501224456540466,0.2711514917198272
2024-09-30,55.06,40,-4.418372047796643,0.010727179854037929,0.0,1,30.846007604562754,30.846007604562754,1.3740432950977142,0.3547909014756105
2024-10-31,65.01,41,-4.938100507364025,0.006302671931358384,-1.062682889265365,1,18.07119505993462,18.07119505993462,1.6223493391627752,0.41890585733616853
2024-11-29,81.84,42,-5.2507724320545215,0.0026698980675579757,-0.9339975093399788,1,25.888324873096447,25.888324873096447,2.042348406661768,0.5273535665957858
2024-12-31,94.12,43,-5.731756150832908,0.0009240189862568826,-1.4613450659962335,1,15.004887585532757,15.004887585532757,2.3488004891862855,0.606482376441781
2025-01-31,102.43,44,-5.800397256698524,0.00044897585519379973,1.8657311433583068,-1,8.829154271143214,-8.829154271143214,2.141421270474662,0.6600296410851214
2025-02-28,73.5,45,-5.624635267576097,0.0006034554878875617,1.7063243581715737,-1,-28.243678609782297,28.243678609782297,2.7462374117890422,0.4736129905277401
2025-03-31,51.65,46,-5.842444644612172,0.0004760867538967914,-0.47714329690626833,1,-29.727891156462583,-29.727891156462583,1.9298389431143406,0.3328178362007861
2025-04-30,46.93,47,-5.177698601156587,0.0026365134056722758,-0.12372409526755224,1,-9.138431752178121,-9.138431752178121,1.753481928370881,0.30240350538050126
2025-05-30,55.58,48,-5.0102951521504675,0.003196128605618147,1.7962217404769332,-1,18.431706797357773,-18.431706797357773,1.430285280588905,0.35814163283716727
2025-06-30,54.95,49,-4.751946054438577,0.00554751079303154,-0.18253726802555104,1,-1.133501259445835,-1.133501259445835,1.4140729789197615,0.35408209291835807
2025-07-31,51.64,50,-4.68669859710334,0.005365225715902564,0.289545870161545,-1,-6.023657870791633,6.023657870791633,1.4992518972131996,0.33275339905921764
2025-08-29,62.66,51,-4.631295896848202,0.005399328640452262,-0.09117155447500025,1,21.340046475600303,21.340046475600303,1.8191929488648158,0.40376312906759443
2025-09-30,60.77,52,-4.8470901532007495,0.003672730465259476,-1.0038022813688263,1,-3.0162783274816363,-3.0162783274816363,1.7643210262131321,0.3915845093111669
2025-10-31,62.18,53,-4.614506441386908,0.004454788349311362,-0.39944691964971524,1,2.320223794635501,2.320223794635501,1.8052572224770864,0.40067014627231123
