symbol,name,lag,n_obs,coefficient,p_value,r_squared_pct,t_stat
SKYW,SkyWest,13,44,-3.6459120372488476,0.0005298583496472652,25.116257615519288,-3.753257312360048
UPS,United Parcel Service,35,22,-16.013213289087616,0.0025822423719240655,37.192721486508354,-3.441430386656967
SKYW,SkyWest,9,48,-3.1997878822569534,0.0034494507575558732,17.133168689147727,-3.0839504744228483
ULCC,Frontier,39,15,20.510423208119448,0.0038041755895131296,48.72639759486512,3.5148509469513685
ALGT,Allegiant Air,3,54,-4.584378383895513,0.004009435077492503,14.848591977278236,-3.0112609464129494
ALGT,Allegiant Air,48,9,17.978028860245175,0.005172224344814635,69.59359817675856,4.002682573470378
SKYW,SkyWest,25,32,2.806262526417453,0.0066269389936668725,22.100767215605554,2.91741164595944
ULCC,Frontier,47,7,27.927398964295037,0.007100577851660777,79.3859658663978,4.388088453027074
AA,American,36,21,-7.382777703797841,0.011828431361294542,28.973769638491632,-2.7840044114680818
SKYW,SkyWest,23,34,2.646816708473037,0.013145246134411303,17.72854406102734,2.625952906248774
ALGT,Allegiant Air,4,53,-3.9973600405450047,0.014715214476773156,11.113461371374322,-2.5251766392999073
SKYW,SkyWest,12,45,-2.763001135974036,0.015308843367938961,12.919576793130949,-2.5257950403057094
AA,American,39,18,6.889300767995332,0.018151646254110223,30.201738817667454,2.631198805292771
ULCC,Frontier,16,38,9.557646789651661,0.020829280266926795,13.964469308361338,2.417266577931898
UAL,United,48,9,5.792300805446258,0.02530248062701213,53.4111531957135,2.8328528568629454
ALGT,Allegiant Air,31,26,5.518252527990993,0.028019830565205905,18.55780914235259,2.3385370170381967
AA,American,3,54,-6.201164911843972,0.029952254519270815,8.742468286519511,-2.231949405154201
AA,American,12,45,6.621134221824237,0.03434596114478071,9.99746919213742,2.1855055022285854
DAL,Delta,45,12,-6.607522375599104,0.040891015326650154,35.5071129554384,-2.346398495539286
ALGT,Allegiant Air,8,49,3.536810839180954,0.04637250347529684,8.178354730284754,2.0460176025646266
AA,American,28,29,5.72714103135397,0.0473944679522486,13.781993363496126,2.077489853889551
SKYW,SkyWest,44,13,2.9981626267071766,0.048499119407495433,30.910570767345902,2.2184214324438987
ALGT,Allegiant Air,33,24,-5.308208143824185,0.04974022075517096,16.38677718300633,-2.076445960020621
SKYW,SkyWest,19,38,-2.1714555838387204,0.05016999257268644,10.239521521537597,-2.0265088396005058
ALK,Alaska,16,41,-3.0308634961240486,0.05194444254591513,9.344147579697726,-2.004953132565855
SKYW,SkyWest,15,42,-2.1281012002211246,0.06125227653685042,8.48542271190863,-1.9258461854968212
AA,American,35,22,-5.5306849583412685,0.07059640969285028,15.424979088946767,-1.9098806685057736
SKYW,SkyWest,43,14,-2.5589579175857002,0.07081640920868401,24.668350880734202,-1.9823116995527055
ALK,Alaska,10,47,-2.6422550315629176,0.07182020622805556,7.023196743656291,-1.843683500679416
ALK,Alaska,48,9,4.062359519953459,0.07230800036911351,38.976790728377274,2.114484649817094
UAL,United,22,35,-2.5399023999572217,0.07457712587985992,9.317019002042793,-1.8413339748158195
ALK,Alaska,36,21,-3.1595816609338274,0.07573080929703915,15.664820203297014,-1.878603469870926
UPS,United Parcel Service,17,40,3.427460880818118,0.07636252300760425,8.032590989335109,1.8218081874222665
ALGT,Allegiant Air,34,23,-4.953218505815397,0.07700306513024896,14.13951536348328,-1.859645834596368
UPS,United Parcel Service,44,13,19.045783280204617,0.07989091192341077,25.28152933022154,1.9292300873141743
AA,American,24,33,4.977441182174223,0.08159090879889903,9.463151806038805,1.8000562004224225
ULCC,Frontier,21,33,-7.997468849329619,0.0860828425176192,9.205285772675264,-1.7728386105544136
ULCC,Frontier,15,39,7.0600522496713065,0.08670628745672351,7.723617091266133,1.7598106767470552
JBLU,JetBlue,29,28,5.93444157103329,0.08821259859499933,10.769285510340087,1.7714256715910768
UAL,United,6,51,-2.186518929255616,0.09224449235412673,5.67676700898655,-1.7172725815875414
UAL,United,33,24,2.3376282667277786,0.09481157476213095,12.167039775340937,1.7457218363908111
ALGT,Allegiant Air,44,13,-10.89309856106418,0.09559567736299912,23.1990946758886,-1.822840593428322
UAL,United,19,38,-2.407072578048318,0.09672285801800141,7.475518802642522,-1.705468059279272
AA,American,37,20,-5.0480262091343775,0.10437829729977624,13.97995216786967,-1.7103667905430233
UPS,United Parcel Service,46,11,-24.229081150802273,0.10513385083443993,26.503922218631114,-1.8015414024932195
DAL,Delta,12,45,-1.4911112080330033,0.10928905437912267,5.854880689882358,-1.6352883675790193
JBLU,JetBlue,18,39,-4.406370292428067,0.11038340477780455,6.743454087420842,-1.6356952843631707
JBLU,JetBlue,47,10,6.891032328933181,0.11610838457012886,27.956034473969126,1.7619110216475486
AA,American,5,52,-4.615505245362763,0.11610990152244968,4.865134421700001,-1.5990519370082545
DAL,Delta,33,24,-2.7277865312534146,0.12207552491960622,10.517898598012643,-1.6080803418794631
ALGT,Allegiant Air,23,34,-3.8345382439262043,0.12585250972452786,7.166452544256563,-1.571718013240125
SKYW,SkyWest,11,46,-1.7623585288863608,0.12587610357128548,5.242335175288715,-1.560204606370897
AA,American,10,47,-4.857200397891551,0.12596402430329387,5.125310989575649,-1.5591617981979153
UAL,United,13,44,2.108859174085947,0.132942282046118,5.294494269987782,1.5323193036992295
UPS,United Parcel Service,39,18,-12.980798074576562,0.13608169639285908,13.342551695383875,-1.5695548238862767
JBLU,JetBlue,13,44,3.8945229865829534,0.13611673869916885,5.211206694197957,1.5195510586809426
ALGT,Allegiant Air,22,35,-3.6573856720978934,0.13823217793006315,6.536801102226697,-1.519215157135487
UPS,United Parcel Service,20,37,2.787962611962422,0.14018845828113435,6.1110829600962475,1.509336056569777
SKYW,SkyWest,42,15,1.9481322700613997,0.14358921986478249,15.70875087400373,1.5565076424047521
ULCC,Frontier,10,44,-4.934221616073907,0.14653269902297006,4.952023669726735,-1.4792601700339392
UAL,United,10,47,1.9604769579179715,0.1467039313891728,4.62227129640842,1.4767619194807933
UAL,United,34,23,2.069262982168958,0.14886369630892052,9.660951312187061,1.4985865747834315
ULCC,Frontier,6,48,4.440582502182319,0.15098443619722934,4.430852918089279,1.4603727740276935
ALK,Alaska,31,26,2.469647611673155,0.15511247048578197,8.238527132178586,1.4679126770133049
AA,American,17,40,4.359683220023413,0.15561746386993802,5.234061060312056,1.4487220015091107
LUV,Southwest,22,35,2.473506209786356,0.156751459789714,5.982477808185827,1.4490825192289722
UPS,United Parcel Service,33,24,-6.606576088320678,0.1573391155572697,8.877327344092578,-1.4639937848518008
UAL,United,12,45,-1.9540343739251704,0.15868747291465107,4.566475163179662,-1.4344132734149495
DAL,Delta,39,18,3.9227841878813687,0.16022698843803987,11.93736002823237,1.4727135650854024
ALGT,Allegiant Air,45,12,-10.204800106942432,0.16682081255797016,18.187138281359484,-1.4909785393562347
AA,American,15,42,-4.284826936086899,0.1684070096517012,4.688597041954756,-1.402745935930825
UPS,United Parcel Service,2,55,2.542910183775099,0.16941116303197432,3.5323080602351564,1.3930807050485479
ALK,Alaska,22,35,2.225330578520471,0.17392259097818413,5.5288223704209045,1.3897082124878612
ULCC,Frontier,20,34,-5.958327328963183,0.17432308841752914,5.688891226228321,-1.3893362867973587
AA,American,33,24,4.282091033225629,0.17723405670544623,8.116194940566112,1.3940170621941659
UPS,United Parcel Service,23,34,-2.48283516346691,0.1774129115238291,5.610423443510914,-1.3791477351973116
SKYW,SkyWest,16,41,-1.5400598226574336,0.18253361832829065,4.5097830713745175,-1.3571588703085413
ULCC,Frontier,1,53,-3.4520433488155384,0.18747948525804856,3.3814661266833412,-1.3360028579571446
JBLU,JetBlue,7,50,-3.171249657514247,0.18901751755733714,3.566648194157762,-1.3324076712751711
DAL,Delta,31,26,2.4279537983265005,0.1894671738549839,7.062238507231,1.3504568348282748
JBLU,JetBlue,1,56,-2.9446919244524334,0.19015488498572505,3.1571246153630383,-1.3268105137035806
JBLU,JetBlue,26,31,4.366066548086638,0.19134983257231866,5.812913159285982,1.337827854838911
UPS,United Parcel Service,16,41,2.490356721430886,0.19230349158449914,4.318664025332231,1.3267631406343343
ALK,Alaska,44,13,-2.9937924855838007,0.19294972250844195,14.882668181152924,-1.3868444134886142
AA,American,4,53,-3.8029625840477657,0.19401554135968702,3.2848950326161086,-1.3161296785293162
ALGT,Allegiant Air,28,29,3.4232809497820593,0.19507023607586157,6.13731556462318,1.3286929290068104
SKYW,SkyWest,33,24,1.310681240846138,0.19623447922985424,7.471189850218374,1.3328084511021954
DAL,Delta,40,17,3.9154599961471437,0.20544183433007973,10.458606876451226,1.3236422629356148
UPS,United Parcel Service,38,19,8.566968418257272,0.20784160730364687,9.160684856376777,1.3093371986351676
UAL,United,42,15,-2.204367587717813,0.2082646924248125,11.884508784800719,-1.3241468778097991
AA,American,23,34,3.59922178433124,0.21465808426079017,4.769602015793595,1.265984127336108
UPS,United Parcel Service,40,17,11.130429848291772,0.2201290712677772,9.841369385199128,1.2795867742719558
ALGT,Allegiant Air,30,27,3.2648129908449053,0.22295899459674795,5.880273776266676,1.249765264918703
AA,American,31,26,-3.733854123071477,0.22728350556313942,6.012877084888945,-1.239117829992205
UPS,United Parcel Service,36,21,7.047642426047517,0.2320556613694921,7.425771291733874,1.2345325179591178
AA,American,32,25,-3.783666368182061,0.2348440365244687,6.077556598468337,-1.2199547796322574
ALGT,Allegiant Air,9,48,2.1584676353567245,0.23590063588982577,3.040298756783333,1.2009955893726507
AA,American,47,10,3.5283664479638412,0.23749681655415902,16.92734819388255,1.2767633874440278
ALK,Alaska,43,14,-2.7842298926512834,0.23848424141558294,11.36671390831172,-1.2405368289311633
UAL,United,47,10,3.1749747080393664,0.23987830336744007,16.771884180391893,1.2696993270452994
ALK,Alaska,26,31,-1.9098717863378347,0.2537811658269956,4.465910198293588,-1.164326566225959
DAL,Delta,2,55,-0.9554536204919801,0.25695388916091755,2.417929262145624,-1.1459738708953597
UPS,United Parcel Service,13,44,1.999148163840029,0.26056837204784544,3.0036159014933617,1.1404311476410756
JBLU,JetBlue,28,29,4.0523177552903755,0.26220182832464517,4.6318527723749,1.1451373570941679
JBLU,JetBlue,16,41,3.072674340065981,0.26347428421685576,3.195266170237976,1.1345862775216837
ALGT,Allegiant Air,29,28,2.905448527034774,0.26632500524251834,4.728635724286445,1.1359871304572817
AA,American,43,14,3.2712522188351043,0.26720981160788004,10.13870606606182,1.163578144685946
DAL,Delta,14,43,1.0729249826586753,0.2694679319251452,2.9658043218077745,1.119439868355602
ALGT,Allegiant Air,2,55,-1.6895099973933843,0.2883506550887918,2.1242295814399847,-1.0725092937390088
SKYW,SkyWest,24,33,-1.146785003005726,0.2906649032465755,3.5939371933025877,-1.0750134925598964
SKYW,SkyWest,40,17,1.3040050023520853,0.29298787929375236,7.337195904558913,1.089828015478687
UAL,United,18,39,1.52198612375226,0.29413653731434763,2.9699344328421695,1.064194794793806
DAL,Delta,20,37,1.0079509921154939,0.30305476858094754,3.027297417188912,1.0452900530420777
ALK,Alaska,13,44,-1.5724746591187215,0.30547745454572844,2.49844183930773,-1.0374173074459347
ALK,Alaska,27,30,1.7580863469790309,0.30559257180864663,3.744090353220386,1.043610583479087
ALGT,Allegiant Air,26,31,-2.602878664485049,0.3078408212048009,3.5823350000905196,-1.0380153891104336
AA,American,14,43,-3.138617273664426,0.3079767111863202,2.5333487181294467,-1.0323129925663592
ULCC,Frontier,12,42,-3.6378118621046602,0.31023632421216424,2.5728022259268846,-1.0277632663368401
ULCC,Frontier,31,23,-5.703652394676291,0.31050456784841185,4.891525674357123,-1.0392552055559978
DAL,Delta,13,44,-0.9630325242475504,0.31256618326805746,2.4271719784281554,-1.0221402107515156
ALK,Alaska,17,40,1.5870648508685048,0.312686890566234,2.6811901981846353,1.0231921872827805
DAL,Delta,48,9,4.841005114584288,0.3130099315736442,14.443662882845732,1.0870802364511378
ULCC,Frontier,41,13,-7.7693308962871255,0.3136804241264253,9.201912216171026,-1.0558373824689609
UAL,United,11,46,-1.3843256343670165,0.31461784350429556,2.297564819629694,-1.017202761158457
ULCC,Frontier,11,43,-3.5102156847036765,0.31597280921340754,2.4520089995316185,-1.0151817305858792
JBLU,JetBlue,38,19,3.9673103455195804,0.31871500320787793,5.844128004234495,1.0272132569512409
ULCC,Frontier,44,10,-8.949012075389858,0.31922605878828353,12.356775170302047,-1.0620339288416536
DAL,Delta,10,47,-0.9084558094163432,0.319344026716749,2.2035566176266563,-1.0069475122625753
AA,American,29,28,2.9913145902444915,0.32170718563296685,3.77680324074402,1.0102037201065104
AA,American,48,9,3.173263593600187,0.32441916929555553,13.827303431556858,1.0598219866145602
UPS,United Parcel Service,29,28,-3.5750192353618164,0.32785435461751267,3.683813550031534,-0.9972082323120751
SKYW,SkyWest,35,22,1.0530129534554158,0.32908313798689814,4.765238158678664,1.0003674523471486
ALK,Alaska,28,29,1.6981927328995057,0.331559196292853,3.49438424570252,0.9887600672491382
UPS,United Parcel Service,45,12,11.723371096197534,0.3347648577606307,9.31318485701641,1.013390985233099
DAL,Delta,44,13,-3.3223524880870294,0.3354566415865057,8.444405266617727,-1.0072526821054884
JBLU,JetBlue,46,11,5.297644347387881,0.335815305075509,10.303381637028085,1.016770910902941
JBLU,JetBlue,6,51,-2.267082761912226,0.3386321692770665,1.8700044155551265,-0.9663144332313572
ALGT,Allegiant Air,1,56,-1.4952554304648609,0.340624359150141,1.6829271624600128,-0.9614242451126775
AA,American,27,30,-2.8228436517809947,0.34102398708418635,3.2422145072935837,-0.968627797067034
UAL,United,23,34,1.3739668057031753,0.34138114419862353,2.832413060196759,0.9658119496825922
JBLU,JetBlue,5,52,-2.2218697227740045,0.3451670124498024,1.784068969544772,-0.9530152561740632
UPS,United Parcel Service,41,16,9.104247269730273,0.34568645873725246,6.369167310653811,0.9758788454239942
UPS,United Parcel Service,48,9,20.072820636533184,0.35629620112283555,12.2273123953632,0.9874948190003394
JBLU,JetBlue,45,12,-4.4951596073131626,0.356861134185783,8.53386063556264,-0.9659232033821259
JBLU,JetBlue,8,49,2.2684606888479317,0.35733471132463623,1.805387412592574,0.9295875606541653
UAL,United,36,21,-1.4087184720727928,0.3579895023637496,4.4624445208647945,-0.9420547701471592
ULCC,Frontier,48,6,-11.982294297705877,0.3600518815260516,21.05255146042264,-1.0327930697109695
DAL,Delta,7,50,0.8089205497209618,0.36221121995851624,1.732507710954334,0.9199267976649081
UAL,United,2,55,-1.162488146470821,0.3627738261205352,1.5651837696136872,-0.9180075125250954
UAL,United,43,14,-1.6643303068955801,0.3634306711726949,6.92274140455067,-0.9447303897127161
ALGT,Allegiant Air,5,52,-1.5615893587593073,0.36494261665181604,1.644429242123413,-0.9143092556806054
ALGT,Allegiant Air,12,45,1.7450757502409127,0.3654338779301224,1.9087494330252697,0.9147313268024443
UPS,United Parcel Service,32,25,-4.066547909427221,0.3716492321076883,3.484053154009803,-0.9111854291735353
LUV,Southwest,28,29,1.6903872665535666,0.37269952122251593,2.9534889713713097,0.9064828575790984
JBLU,JetBlue,20,37,2.523507270300045,0.3776289538379315,2.2306959481638744,0.893620142789383
JBLU,JetBlue,30,27,3.175475204139531,0.3797461573765145,3.0992106282472065,0.8941942919526081
DAL,Delta,26,31,-1.6084781104295072,0.38092255338847136,2.6572984497562846,-0.8897489179343551
ALK,Alaska,3,54,-1.2310718406380363,0.38126391228471423,1.4774761077870013,-0.8830679864687797
UPS,United Parcel Service,22,35,1.6102703439840713,0.38447322729336597,2.3000226671244572,0.8814055818056524
ULCC,Frontier,34,20,-4.680312718156574,0.38777136144293745,4.17075491587654,-0.8851045112119416
AA,American,21,36,-2.5673234916223713,0.38912041917257856,2.1893668717842596,-0.8723799882421865
UAL,United,7,50,1.1363483308594717,0.3917317442197237,1.5323678988737321,0.8642818527632293
UAL,United,41,16,1.4799021146274842,0.39751978879417327,5.159963399678336,0.87275324440106
JBLU,JetBlue,37,20,-3.355328081559194,0.39769310465887076,4.002988462590595,-0.8663623389034574
UPS,United Parcel Service,14,43,1.5389487424741781,0.39975014419284105,1.73540964183031,0.8509311210420076
UPS,United Parcel Service,31,26,-3.5641124081374658,0.40075021289106394,2.959067798219306,-0.8554716048829033
DAL,Delta,3,54,-0.7203888369144171,0.40088856099932846,1.3607890964415947,-0.8469783076070742
ALGT,Allegiant Air,27,30,-2.188443098067646,0.4012846002876431,2.5286790192818653,-0.8522900970786428
JBLU,JetBlue,24,33,-2.6977142462705315,0.40427131325894006,2.2544273966467743,-0.8455716742142599
ULCC,Frontier,5,49,2.5023086900010485,0.40471088246806386,1.4818889776713307,0.8408116582946333
LUV,Southwest,13,44,1.374315216994799,0.4050624235955048,1.6564509759631085,0.841087154408292
UAL,United,9,48,-1.124167570574829,0.40689373965536313,1.5002964643883954,-0.8370472945968197
LUV,Southwest,4,53,1.1746299567500815,0.4072641578523841,1.3506603590154653,0.8356243248854393
ALK,Alaska,37,20,1.5604552183911238,0.40847107170133656,3.8271538843913766,0.8463460676541669
ALGT,Allegiant Air,18,39,1.8870673991747304,0.4089965805054959,1.8501693747471126,0.8351448911962874
LUV,Southwest,41,16,-1.3952336341420921,0.41084310991369777,4.882647535444484,-0.8477383467872998
ULCC,Frontier,19,35,3.551752531976126,0.4114180417608291,2.0543024389392928,0.8319485689151598
LUV,Southwest,6,51,-1.1642848962783257,0.4129453776271377,1.3724762922627143,-0.8257553593928552
DAL,Delta,38,19,1.9525050220190534,0.417665542279014,3.9007191118353157,0.8306856934439907
AA,American,7,50,2.4446995154852047,0.41776532871322936,1.3726990891984592,0.8173531061214494
ALK,Alaska,7,50,1.175928396513533,0.4190701149233449,1.3650759603355933,0.8150489096160677
AA,American,44,13,2.36544501585293,0.42596770305004605,5.849799907663389,0.8267157747168214
ALGT,Allegiant Air,43,14,-5.704102480283708,0.4270405965493055,5.332065513895734,-0.8221232126262026
JBLU,JetBlue,34,23,-2.818779087820185,0.4323145161083797,2.961963663570899,-0.80062382700637
AA,American,19,38,-2.4612732149624517,0.4362838246007661,1.6924576130186386,-0.7872573629799307
ALK,Alaska,21,36,-1.2667515028526297,0.43690863191209683,1.7877295032665663,-0.786696986549062
UAL,United,39,18,-1.2949692104999997,0.438513424466186,3.7957353376717795,-0.7945308976321
SKYW,SkyWest,5,52,-0.8688772998297889,0.43985108677243934,1.1980869809805728,-0.778657551625462
UAL,United,24,33,1.0703923962446338,0.4426112477178692,1.9139344160477911,0.7777512461294049
SKYW,SkyWest,38,19,0.8617223404746811,0.4486693129241087,3.41720691325641,0.7755507434783969
ULCC,Frontier,40,14,6.464450803657348,0.45097334292364166,4.815571787287776,0.7791688845647202
LUV,Southwest,21,36,1.3172148914447686,0.4529033667641227,1.6674375052447399,0.7593037819037871
JBLU,JetBlue,39,18,3.0476174532106306,0.4624373277923005,3.4217541465621726,0.752912896072426
DAL,Delta,43,14,-2.58216354757467,0.46389704885219807,4.552931594357523,-0.7565800559072544
JBLU,JetBlue,17,40,-2.0139593468464314,0.46451053739267356,1.4164019127074878,-0.7388949836192601
ALGT,Allegiant Air,10,47,1.3472812279425368,0.46965473471096386,1.1678450117460604,0.7292051536948143
JBLU,JetBlue,41,16,-3.2349826533726267,0.47064984150846945,3.778843898274442,-0.7414949685192737
LUV,Southwest,3,54,-1.009909806707627,0.4713899045893729,1.002105044524959,-0.7255131959086099
AA,American,25,32,2.1281692240124044,0.4717300743015952,1.7400505296671698,0.7288753939167126
ALGT,Allegiant Air,17,40,-1.6212442688363815,0.47250418187682885,1.3667341549621126,-0.725641505176033
ALGT,Allegiant Air,21,36,-1.6983087986670995,0.47290205090738946,1.5259090742397174,-0.7258431727536911
LUV,Southwest,48,9,-5.0956740306043535,0.4732477747483991,7.583622072834062,-0.7579017142548351
DAL,Delta,30,27,1.3143046657584798,0.4765591890615223,2.0465385165395644,0.7227199976243036
LUV,Southwest,17,40,-1.2263797921373745,0.4790738418705508,1.3269018050623638,-0.714844875873652
UPS,United Parcel Service,42,15,-7.242532404196344,0.48013339149280443,3.906430120948312,-0.7269667411473804
UAL,United,17,40,1.0121866472317014,0.4813109254701584,1.3135373508829207,0.711187673123169
AA,American,8,49,2.1974230327764808,0.48220806047743636,1.0563854105439807,0.708379917280264
DAL,Delta,9,48,-0.625277263732658,0.4890472903157993,1.0463297050093856,-0.6974245641574368
DAL,Delta,19,38,-0.6714968741969931,0.4928720488630245,1.3157639292942447,-0.6928135082120462
LUV,Southwest,39,18,-1.062151062627586,0.4956607891969599,2.9487886349118253,-0.6972384569725039
UPS,United Parcel Service,25,32,2.0349386415420687,0.5015088416403992,1.5194147326529017,0.6803360488482696
DAL,Delta,29,28,1.2103611189310204,0.502395744325782,1.7483502111209637,0.6801911286392845
DAL,Delta,1,56,-0.552523297110201,0.5049605218860387,0.8273498763541776,-0.6711900716332282
JBLU,JetBlue,10,47,-1.6619238191340249,0.5108409119958769,0.9667861824047996,-0.6627977687889036
SKYW,SkyWest,45,12,-1.12426558624752,0.5110500378938778,4.4378548473052675,-0.681465072468148
UAL,United,31,26,0.982115281947598,0.5129386440744885,1.8046122657615182,0.6641283638324839
DAL,Delta,16,41,-0.663940291841413,0.513683658472516,1.101717483635689,-0.6591329908521542
ULCC,Frontier,17,37,2.7843041289511783,0.5162459144399962,1.2138373716154671,0.6557921543644948
ALK,Alaska,35,22,-1.1707917301148654,0.5187644859852825,2.111709543939444,-0.6568507758510602
JBLU,JetBlue,42,15,-3.0862027296568932,0.5196950958363995,3.2587030300145092,-0.6617411100474229
JBLU,JetBlue,21,36,1.9703615342994576,0.5255020091946473,1.195869020856677,0.6414956488026757
LUV,Southwest,1,56,-0.8736499609435275,0.5258319866765442,0.7493646095986684,-0.6385234057315418
UAL,United,45,12,-0.9685966685851666,0.5269192796976481,4.120143538296494,-0.6555298699128113
AA,American,34,23,2.0975080378007513,0.5279631642828952,1.9235821054593316,0.6417748794271654
UAL,United,5,52,-0.819757361570985,0.5323054739068811,0.7847149563900646,-0.628856674920952
ULCC,Frontier,4,50,-1.820480580290982,0.5325768804811608,0.8165385744769882,-0.6286216604399845
JBLU,JetBlue,11,46,-1.6041273142024315,0.5331683025868397,0.8887180172915787,-0.6281260192663557
JBLU,JetBlue,3,54,-1.4338698413712725,0.5340328578465777,0.7480450361359914,-0.6260312455418486
JBLU,JetBlue,27,30,2.1768450433297195,0.534147768805944,1.3953464430923601,0.6294646341416885
JBLU,JetBlue,43,14,-2.9767955811651774,0.5344072047791083,3.297407677171682,-0.6396728044502907
DAL,Delta,35,22,1.1831713420672838,0.534626936015473,1.9572419213117365,0.6318725548865161
JBLU,JetBlue,44,13,-2.924544649092172,0.5367108525576891,3.5652293161400617,-0.6377100348931654
ULCC,Frontier,29,25,3.2472261552211066,0.5376918726136648,1.6735223615284567,0.6256687111792714
ULCC,Frontier,22,32,2.971642533316234,0.5394187941334583,1.2683527708675424,0.620801084541294
LUV,Southwest,18,39,-1.0891895199290302,0.540635753855768,1.0203023860118843,-0.6175786187263246
JBLU,JetBlue,4,53,-1.4265410297132703,0.5421655284277525,0.7329845541625968,-0.613663110792812
UAL,United,20,37,-0.8927416422085549,0.5480782444896213,1.04014336082201,-0.6065283344842054
SKYW,SkyWest,48,9,0.9526094260589204,0.5509559635764394,5.307054208910955,0.6263498363607914
DAL,Delta,23,34,-1.022412480253181,0.5551348711327166,1.0991504622779869,-0.5963531966409852
LUV,Southwest,29,28,1.0537680217998444,0.5583203681269981,1.3343409841231169,0.5929759454966499
ALK,Alaska,8,49,0.8620672535189462,0.5591332636763167,0.7310463338500717,0.5883214170479935
DAL,Delta,34,23,-1.034464093557364,0.5601237032750539,1.641873661265969,-0.592071821018245
