symbol,name,lag,n_obs,coefficient,p_value,r_squared_pct,t_stat
JBLU,JetBlue,23,34,-1.8846346584320814,0.5602306333396452,1.0712289963439203,-0.5886468741012273
UAL,United,40,17,1.0097414902149167,0.5607192587669816,2.3056740285336663,0.5949903374383321
UPS,United Parcel Service,19,38,-1.1625368819828155,0.5614445512028636,0.9452842518835047,-0.5861312594795094
ULCC,Frontier,43,11,-4.872269921609949,0.5695149684441076,3.727353473245487,-0.590296338365886
UAL,United,1,56,-0.7184264700664403,0.5719841200432159,0.595153720722208,-0.5686010762603991
ALK,Alaska,42,15,1.2730709880121105,0.5727803186365193,2.5101381778308007,0.5785498206645368
LUV,Southwest,19,38,1.0075263059077433,0.5770402546747531,0.8722579643522743,0.5628285447641124
LUV,Southwest,43,14,-1.1328471569157648,0.5782328211121404,2.6493141385841246,-0.5714626408502801
ALGT,Allegiant Air,46,11,-4.20071396699464,0.5851287902456357,3.4389439322755733,-0.5661516780611306
ULCC,Frontier,45,9,-5.151775644274608,0.5868256348606218,4.427964801635753,-0.5694894497106328
ALK,Alaska,30,27,0.9531629348793945,0.589387923739795,1.1816756973735187,0.5467646315390335
AA,American,45,12,1.736117194299618,0.5897215522054873,3.009989906002908,0.5570818604771369
DAL,Delta,17,40,0.5091221032748563,0.5902148383900601,0.7702995376927091,0.5431262292457332
LUV,Southwest,14,43,0.9008806699968149,0.5910936557278589,0.7100975601178061,0.5414999197359258
ALGT,Allegiant Air,16,41,-1.2071289080772303,0.5936326664769895,0.736702921014587,-0.5380023234300102
ALGT,Allegiant Air,37,20,-1.7484162795025222,0.6006019403756487,1.5533360246324568,-0.5329279007842148
ALGT,Allegiant Air,38,19,1.7917790669702838,0.6024220015998274,1.6303387842990347,0.5308023084319343
SKYW,SkyWest,29,28,0.49559103071614896,0.6030978326685498,1.054371894038142,0.5263629101837243
DAL,Delta,36,21,-1.159717438206656,0.6047987383144819,1.4366740906301745,-0.5262574480231371
ALGT,Allegiant Air,42,15,3.7500628218951872,0.6051227515878302,2.114183770689282,0.5298868723048669
SKYW,SkyWest,7,50,-0.5867892084453654,0.6054512678154962,0.5601850978046219,-0.5200034688925028
JBLU,JetBlue,36,21,-2.0797886548561113,0.6077196635602178,1.4137195660072432,-0.5219755903335883
UAL,United,28,29,0.7452866977977541,0.6089925580329667,0.9822908116640661,0.5175418639803652
SKYW,SkyWest,1,56,0.5552035890563473,0.6106541672494774,0.48333496275245746,0.5121215825535441
SKYW,SkyWest,47,10,0.8700802459596957,0.6115952099706583,3.3717617655555476,0.5283496251255148
ALK,Alaska,45,12,1.272896047709741,0.6121072622489978,2.666273664682317,0.5233842945428732
ALK,Alaska,46,11,-1.3187877333439664,0.6148694148537863,2.9288906070599086,-0.5211081120125491
UAL,United,4,53,0.6531760413568349,0.6178453215829472,0.4916476197499908,0.5019752339452768
ALK,Alaska,14,43,0.7611511071556722,0.6259162394632474,0.5849980590364012,0.49118283141752256
ALGT,Allegiant Air,20,37,1.1206662481111898,0.6269477976822779,0.6822873079533887,0.49034789343479995
ALGT,Allegiant Air,24,33,-1.2094299864791385,0.6298971204784242,0.758312501078251,-0.4866961205594732
ALK,Alaska,39,18,-0.9514619521192338,0.6301530823854687,1.4838717459155881,-0.4909129700209849
SKYW,SkyWest,34,23,0.5064614158661408,0.6303247091535654,1.1231407399721727,0.4884042183431696
ULCC,Frontier,25,29,2.4562553172971238,0.630548331912403,0.8689333627190154,0.48648586771375146
LUV,Southwest,23,34,0.8410409062065024,0.6325146263987989,0.7231981814002086,0.48281389787048945
LUV,Southwest,33,24,-0.8269776810589683,0.632853866406812,1.0555258198312045,-0.48445115830313207
ALK,Alaska,2,55,-0.6655292775866178,0.6335012882953897,0.43207625872446753,-0.4795770713007304
AA,American,18,39,-1.4811959664074958,0.6358127391160928,0.6124667397772732,-0.47750306184611796
AA,American,13,44,1.4719836810494678,0.6370785500283422,0.534868069528438,0.475239521355013
JBLU,JetBlue,48,9,-2.2549137608120446,0.6443550691536495,3.2152806546309365,-0.4822309343538763
LUV,Southwest,47,10,-2.3959854472433815,0.6455609825943458,2.7747165326816425,-0.47782040866861875
LUV,Southwest,16,41,0.8032091606995523,0.6493744071293854,0.5353698896838677,0.45816819537335457
ULCC,Frontier,23,31,-2.2394818383306885,0.6495384603116953,0.7217636422483742,-0.4591657363564418
ALK,Alaska,11,46,0.6792399638818273,0.6521759209440166,0.4659307210386321,0.453838287271697
SKYW,SkyWest,32,25,0.45245276507561094,0.6544060129563088,0.8864369368611014,0.4535459525824577
UPS,United Parcel Service,34,23,-2.326852358439871,0.6558997284000659,0.9635223642798563,-0.4520047037374675
ALGT,Allegiant Air,11,46,-0.8364569412377607,0.6609861834729953,0.4411261047845172,-0.44153763785783223
JBLU,JetBlue,14,43,-1.185414992468533,0.6611262945858697,0.47330293525901235,-0.4415620403615427
LUV,Southwest,37,20,0.7369874665315475,0.664646676714421,1.0676695704770034,0.4407431441047134
ALK,Alaska,47,10,-1.084042756329802,0.6651227649242817,2.4615081308304365,-0.4493219269157416
ALGT,Allegiant Air,15,42,-0.929265511655002,0.6666604112037855,0.4685637116275343,-0.4339444973652044
DAL,Delta,37,20,-1.0306499589066647,0.666813544939705,1.0531121791898967,-0.43769592248732425
DAL,Delta,15,42,0.42807880382194174,0.6689547664735884,0.4617450031825787,0.43076071228674645
LUV,Southwest,25,32,0.7532139874103709,0.6760025273378407,0.5902313262816317,0.4220435074556032
ALGT,Allegiant Air,32,25,1.141617740972862,0.6766163881706038,0.7699730356895751,0.42245467606190384
UAL,United,38,19,-0.6793413790362421,0.6774354608217884,1.042667018624932,-0.42322692383597904
LUV,Southwest,45,12,-1.2659349747382453,0.6783535132543046,1.79149749450217,-0.42710392064791103
SKYW,SkyWest,6,51,-0.4686128820043741,0.679615345592775,0.35103105843915516,-0.41546496523480964
ALGT,Allegiant Air,39,18,1.4159340796277977,0.6797690960135038,1.0926477851292304,0.4204223527817165
ALGT,Allegiant Air,13,44,-0.8089883387936947,0.6811721338147341,0.4059123322642688,-0.41373664596296994
DAL,Delta,11,46,0.3793278590743063,0.6816259725116958,0.3861250605585398,0.41298132735907983
ULCC,Frontier,42,12,3.3265264790092512,0.6828752028796284,1.739069382749625,0.4206956467771062
DAL,Delta,28,29,0.7988239221873231,0.6834690985394373,0.6252659858499876,0.41216992044270634
JBLU,JetBlue,40,17,-1.7623638826731791,0.6849934702150446,1.127771953593082,-0.4136367470451458
JBLU,JetBlue,25,32,-1.3452247820253238,0.6867170988403535,0.5497973908753062,-0.4072481578529427
SKYW,SkyWest,20,37,0.43599649613323344,0.6874598562125906,0.46797721623876853,0.4056625925577013
UAL,United,46,11,-0.573166518429213,0.6890343877063501,1.8629414316077897,-0.41333705137962357
ALGT,Allegiant Air,25,32,1.0025660532465963,0.6891794695343102,0.5407391088954938,0.4038609886490853
AA,American,26,31,-1.1875133444087715,0.6893844912387221,0.5588767306994202,-0.4037141784890944
DAL,Delta,4,53,-0.3480311081851424,0.6899528489354692,0.31460941107182006,-0.4011946984967612
ALK,Alaska,20,37,0.6445151009997293,0.6919898089698225,0.45381464893550216,0.39944865788759043
ULCC,Frontier,14,40,1.6347992044513786,0.6921341989170988,0.4171807785442905,0.3989897463382187
SKYW,SkyWest,31,26,0.3919314416995936,0.6936260273109733,0.6580427597168481,0.39871844074348994
AA,American,40,17,1.1333098874327874,0.6961145538042764,1.0458751444877623,0.3981700589046626
ALGT,Allegiant Air,47,10,3.0510727622727027,0.6976987736752891,1.9870454920683178,0.40272367206552817
UAL,United,32,25,-0.5696274774242743,0.7013087125707163,0.6515391330845555,-0.38837708626452155
UPS,United Parcel Service,27,30,-1.219864309982688,0.7023226613460554,0.5296527666164397,-0.3861249110359749
UAL,United,29,28,0.5601796859091166,0.7023303582241569,0.5710283418308038,0.3864194981611356
UPS,United Parcel Service,11,46,0.6598122092541536,0.7034652614782679,0.33250813943019875,0.38313401783023493
ALK,Alaska,24,33,-0.6193850872653934,0.7088751459682732,0.4559524493497946,-0.37681915873993077
LUV,Southwest,20,37,0.6497112605862342,0.7173795633812728,0.3789987462877953,0.3649030199963027
ULCC,Frontier,28,26,1.9024765010702853,0.7182098281371027,0.552441598099418,0.36513355441932166
UAL,United,14,43,0.5175092587161093,0.7194763486888671,0.31797423752570886,0.3616425043451197
UPS,United Parcel Service,30,27,-1.441627589993833,0.7223183733757974,0.5140002518762232,-0.35939388709331516
ALK,Alaska,1,56,-0.4840861056955023,0.7267301188414516,0.2280193841315281,-0.35130025678596993
UPS,United Parcel Service,26,31,-1.0731580914804697,0.7271092045498198,0.4263272928932471,-0.3523694950928801
LUV,Southwest,36,21,-0.6046479101031368,0.7279816593074954,0.6515280422407121,-0.35299029157728395
SKYW,SkyWest,8,49,-0.39467818981277486,0.7310499314434604,0.2537477991066184,-0.34578151884936215
AA,American,46,11,-1.1326371321225768,0.7356028248081823,1.3302062048546004,-0.34832819480589183
LUV,Southwest,46,11,-1.4411163908473452,0.7375626079216648,1.3099428692807114,-0.345629443504333
LUV,Southwest,34,23,0.5707991013967257,0.7386943468407279,0.5411803662087822,0.3380329325480478
UPS,United Parcel Service,10,47,-0.5807523359980694,0.739183804530767,0.2487643582447685,-0.33499721247375464
LUV,Southwest,2,55,-0.4609813031662656,0.7400432710995779,0.20946306352411792,-0.3335392751614558
ALK,Alaska,40,17,0.6839529722965656,0.7403447701740713,0.7540830135712051,0.3375972374503668
ULCC,Frontier,30,24,-1.7179176505446934,0.7412354827385764,0.5057549079247381,-0.334412430873791
ULCC,Frontier,8,46,1.0617124094425527,0.7467776098820691,0.23937196600797295,0.3249251995654832
ALK,Alaska,15,42,0.5088297325780633,0.7481911983003127,0.2605428414270028,0.32324816497614084
AA,American,11,46,-1.0078925852068064,0.75026466977679,0.23260688776409744,-0.32028994974615194
UPS,United Parcel Service,47,10,-5.532738876856561,0.753833653655821,1.2996762170946585,-0.3245661999035038
SKYW,SkyWest,21,36,-0.34079704535381594,0.7569250318041425,0.2855390645548961,-0.3120277014228847
ALK,Alaska,12,45,0.4688317199720746,0.7583944536408929,0.2223518595491525,0.30955511119631124
ALK,Alaska,19,38,-0.4962279363288958,0.758511570472034,0.265863410717726,-0.3097837410991356
ALK,Alaska,25,32,0.514841205822177,0.7596083832968116,0.31684997750371924,0.30879950178612714
LUV,Southwest,26,31,0.560921715308198,0.7598761693445724,0.3271936523837726,0.3085411477032022
LUV,Southwest,38,19,-0.48737093618871796,0.7631360747934852,0.5486595981349596,-0.3062461451546196
UPS,United Parcel Service,12,45,-0.5262656458233473,0.7644053366017354,0.21110441476808184,-0.3016072505146473
ALK,Alaska,9,48,0.444032562220517,0.7647669342037748,0.19657832340372883,0.30100521068393143
UPS,United Parcel Service,15,42,0.5334981504651504,0.7652307753102536,0.2254819816640774,0.30066030791821163
UAL,United,25,32,-0.4171086993839064,0.7697121689812583,0.2900556007231936,-0.2954146428193071
LUV,Southwest,42,15,-0.5291305013269051,0.7702141377001258,0.6796755728831538,-0.2982657887276609
ALGT,Allegiant Air,40,17,1.094877444835503,0.7721436529467963,0.5762703453732976,0.2948585598102907
DAL,Delta,8,49,-0.26002289508564436,0.7727564825838186,0.17915941509912825,-0.29044114191133263
UPS,United Parcel Service,37,20,-1.7849004304276015,0.7760835226135213,0.46101759319350233,-0.2887343167045658
DAL,Delta,32,25,0.5284856026908851,0.7771346898965954,0.3553663604719093,0.2864013876506092
LUV,Southwest,31,26,0.5143067864490779,0.781411207563878,0.32702814990632767,0.2806140978516661
SKYW,SkyWest,2,55,-0.3014275091689036,0.7858724989169552,0.14047927689797568,-0.2730544933849838
JBLU,JetBlue,12,45,-0.7080832983686322,0.7862891564189998,0.17280957338353664,-0.27283099234821234
ULCC,Frontier,2,52,-0.7369077390898144,0.7863375104407503,0.14832399808629715,-0.2725291956543718
SKYW,SkyWest,14,43,-0.3053210029336282,0.7896554200316084,0.1755354657944852,-0.2685071604115106
UAL,United,30,27,0.39672497257342165,0.7906241655109867,0.28724112994598094,0.2683601038689342
LUV,Southwest,5,52,-0.37462168729207795,0.7909235905260539,0.14187990919003468,-0.2665347015728749
LUV,Southwest,11,46,0.4231347291009335,0.7910740344922484,0.16119371118864523,0.2665328207249936
AA,American,20,37,0.7939036282872594,0.7912134277616788,0.20291622200516723,0.26676784513886426
LUV,Southwest,40,17,-0.4290566949279857,0.79414143445693,0.46818761213468507,-0.2656284772383286
LUV,Southwest,27,30,0.48044941921499323,0.7956382920800955,0.24358512617442818,0.26147729422266625
ULCC,Frontier,13,41,-1.010909342078033,0.7956718225644155,0.17400600242195585,-0.2607309558214365
UPS,United Parcel Service,43,14,-2.9717595150642198,0.796684786668743,0.5749888486109245,-0.26343441463996176
AA,American,38,19,0.7875359878268177,0.7979020452769321,0.39641022137266724,0.2601114004144461
AA,American,41,16,-0.7503359200832569,0.7991612062593776,0.4780453085695635,-0.25932184296729277
DAL,Delta,22,35,-0.42751604083392614,0.8015208773469269,0.19422319443436198,-0.2534134589058769
UAL,United,8,49,0.33724278040434996,0.8021306728105521,0.13494527330297768,0.2520118691082529
UAL,United,27,30,-0.3555705094139361,0.80437199369908,0.22281124076206638,-0.25005292120325173
JBLU,JetBlue,22,35,0.7739094072238748,0.806460069181179,0.18449254815153804,0.24697180457100673
SKYW,SkyWest,22,35,0.274513338345797,0.8078182054724381,0.18186323934487048,0.24520239155620038
ALGT,Allegiant Air,35,22,0.7136380866773926,0.8152470824766103,0.27950544405627165,0.2367652283160621
JBLU,JetBlue,2,55,-0.5208756486392419,0.8195085090326787,0.09911735922671916,-0.2293127135160377
ALK,Alaska,5,52,-0.3215031721640473,0.8219238101387485,0.10227990358804284,-0.22625717942332543
ULCC,Frontier,37,17,-1.3734137315660404,0.8222632472550025,0.3471922333754929,-0.2286050713236407
UAL,United,16,41,-0.33320912850456097,0.822780794036654,0.13019615076117486,-0.22548324555813448
AA,American,42,15,-0.644598484640462,0.8237741497122322,0.3956328234052009,-0.22723678886979437
DAL,Delta,25,32,-0.4065302494833303,0.8237879942036352,0.167917125521444,-0.2246327411955336
AA,American,16,41,0.7045039500180839,0.8255819282708238,0.12604877225159683,0.22185820634955009
ALK,Alaska,32,25,0.38796094875732046,0.8277579475700112,0.2101270011933276,0.2200703906338417
JBLU,JetBlue,19,38,0.617910250090345,0.8278777449143393,0.1330622062247322,0.21901191554422322
ULCC,Frontier,27,27,-1.1558735804416216,0.827927611461096,0.19261219610916536,-0.21964966802267508
ALK,Alaska,38,19,-0.4167898709959834,0.827995122156788,0.28556639620969104,-0.22064749320753954
LUV,Southwest,9,48,-0.32562901004704337,0.8309724541653368,0.10008184747191118,-0.21467130997597536
UPS,United Parcel Service,9,48,-0.36850038212250785,0.8318690636503013,0.0990073697729188,-0.21351469761153014
DAL,Delta,5,52,-0.18127290258350404,0.8359321463611186,0.0866048752716897,-0.20818254529301666
DAL,Delta,42,15,-0.6959448171686639,0.836796917490593,0.33861385201359173,-0.21016508831819591
UAL,United,21,36,-0.29510015188249616,0.8369476215813472,0.12633388000142798,-0.2073833471846171
ALGT,Allegiant Air,19,38,0.47679067967629996,0.8382196347206858,0.11734442632416187,0.20565413364580565
ULCC,Frontier,9,45,-0.6810820664745838,0.8393256025942495,0.09667603708698458,-0.20398755780555436
DAL,Delta,46,11,-0.7741983776874868,0.8423977745212433,0.46320243673113604,-0.2046514567836562
AA,American,30,27,0.6169018358490406,0.8437453482922644,0.1584140106364651,0.19916410243492783
JBLU,JetBlue,32,25,0.660000305622822,0.852546670459564,0.15338916382167112,0.18797261969443443
JBLU,JetBlue,33,24,-0.6554441900053628,0.8530271948749116,0.159458356836073,-0.18744830534036952
ALK,Alaska,18,39,0.2925314831369631,0.8542361554000333,0.09241867906767398,0.18500417015288215
DAL,Delta,21,36,0.20345597912772856,0.8562294080736996,0.09792533579892071,0.18255752516151838
SKYW,SkyWest,4,53,0.2041115605023055,0.8562796728334648,0.0649292650130473,0.1820314251829583
ALK,Alaska,34,23,0.3189393878762734,0.8562805973976341,0.15982959758347182,0.18335197550560622
ALK,Alaska,29,28,0.31217772918114833,0.8581380413953259,0.1251902974574559,0.1805277740513077
LUV,Southwest,10,47,0.27363853650568,0.8588427643037773,0.07104824626410489,0.1788699033069131
LUV,Southwest,32,25,-0.31408106107832634,0.8631488507580749,0.13192648160500475,-0.17430769983537092
SKYW,SkyWest,28,29,-0.18193332490787284,0.8664523668881134,0.10664070051146224,-0.1697755193260726
LUV,Southwest,44,13,-0.39348740819019534,0.8696879213762547,0.25570501475736807,-0.16792754260980272
ULCC,Frontier,32,22,0.8840420024248785,0.8728046076892079,0.13131160836067357,0.16216304292929887
UAL,United,35,22,-0.2406072872073921,0.8736416178692286,0.12957563523324778,-0.16108615801702997
AA,American,22,35,-0.45020286705689194,0.8749370909277716,0.07618271784955999,-0.15861735104920974
ALGT,Allegiant Air,7,50,0.2782368104330537,0.8758541017163266,0.05136682408007909,0.15706287629599378
UAL,United,37,20,0.24774601237930682,0.876136437384383,0.13867580748682107,0.15810221118385878
SKYW,SkyWest,27,30,0.1634507387039293,0.8776393439986595,0.08614647326649072,0.1553763490122272
LUV,Southwest,8,49,-0.22087942737083288,0.880002425840605,0.0489975587156799,-0.15178979446366367
JBLU,JetBlue,31,26,-0.5408662422824315,0.8804642620924126,0.09616312103304381,-0.15199132883358976
SKYW,SkyWest,37,20,0.1673051605742345,0.881139210656315,0.12762487985162885,0.1516635567196581
UPS,United Parcel Service,6,51,-0.2633355886144656,0.8835862026762858,0.04419439332570274,-0.14718976652138727
JBLU,JetBlue,35,22,0.5646888495617002,0.8836487469356864,0.10973406103734762,0.1482259147119597
ULCC,Frontier,3,51,0.4110220274225983,0.883729902191898,0.04408459840025136,0.14700673566204545
UPS,United Parcel Service,21,36,0.28052387492408026,0.8850804248051686,0.06233025183418617,0.14562109416938848
UPS,United Parcel Service,3,54,0.25305567112358324,0.886078604300125,0.03984588112813103,0.143972627564018
LUV,Southwest,7,50,-0.20563947783928305,0.8867599622010673,0.042681641898134615,-0.14316401822091282
ULCC,Frontier,18,36,-0.576857751538441,0.8914856240856156,0.05553558237730849,-0.1374503187273024
ALGT,Allegiant Air,36,21,0.4332831561251025,0.8923631325351089,0.09888798984625247,0.13713976902332797
ALGT,Allegiant Air,41,16,0.5611189279496624,0.8938326712463336,0.1317523266224807,0.13590312702004215
LUV,Southwest,35,22,0.22019439913061456,0.8960465239113702,0.08747791859670118,0.1323287644159049
AA,American,1,56,0.36120532080324574,0.9007287273166411,0.029079123146746877,0.12532874388036677
DAL,Delta,18,39,0.11849058097573839,0.9012935909261841,0.04213178705673171,0.12488127082543161
AA,American,6,51,0.35758546426766613,0.9053255879416917,0.02916102337408022,0.11955362586988069
UPS,United Parcel Service,28,29,-0.4110204102949564,0.9064785316854673,0.052059760543299305,-0.11858944619395423
JBLU,JetBlue,15,42,0.31730953261713735,0.9066243596147197,0.03482325378727502,0.11804301690765064
ULCC,Frontier,35,19,-0.6466864477006322,0.907732063578932,0.08133994426713365,-0.11763947976209481
AA,American,2,55,-0.3089433289606646,0.9129382447525924,0.022765401002922125,-0.10985631503682133
SKYW,SkyWest,39,18,-0.12729408318845908,0.9142835213813374,0.07467999384580537,-0.10935140166749664
SKYW,SkyWest,10,47,-0.12243321953733263,0.9151745794456712,0.02549002085419083,-0.10711411655378507
ALK,Alaska,41,16,-0.2213124888976497,0.918280157678592,0.07789272489656662,-0.10446761361427669
SKYW,SkyWest,36,21,0.11509004815809776,0.9191763684145828,0.055620479234430587,0.10282884924635614
ALK,Alaska,6,51,-0.14492407274729663,0.91996041829855,0.020815176840793814,-0.10100277285679805
ALGT,Allegiant Air,6,51,-0.17505249396785283,0.9207163592328385,0.020422597343938698,-0.10004557371600406
SKYW,SkyWest,41,16,0.13139191662889538,0.9215765150947585,0.07171779723117444,0.10023820429234835
SKYW,SkyWest,46,11,-0.16123790561920803,0.9230009742503045,0.10965725659486392,-0.09939812481364856
SKYW,SkyWest,26,31,0.10615260383099367,0.9235103328696435,0.03233531055473193,0.09685181052181126
ALK,Alaska,33,24,0.16222582650535633,0.9270959497691763,0.03892188800388441,0.09255349516878443
DAL,Delta,6,51,0.08054680540445053,0.9271197185607938,0.017248373373346393,0.09194107344217187
LUV,Southwest,15,42,0.15160175849318613,0.9298201133859507,0.01963328142429166,0.08862761835604538
UPS,United Parcel Service,7,50,0.15525796126003144,0.9317988569391878,0.015417421891184002,0.08603199189147732
ULCC,Frontier,33,21,0.47597706539733586,0.9330795464189754,0.038092961866409425,0.08509066250397092
DAL,Delta,47,10,0.37799053517167314,0.9336341212118234,0.09221348974922661,0.08592955324481912
LUV,Southwest,12,45,-0.13512764757406182,0.9341556916805693,0.016057950193115733,-0.08310251229359936
UPS,United Parcel Service,5,52,0.14689541906455506,0.9346410748971503,0.013584570476055102,0.08242092007593253
ALK,Alaska,23,34,0.13479746479054944,0.9360135912177021,0.02045588144203858,0.08091490192349429
UAL,United,26,31,0.10508236893094014,0.9406915921570371,0.01941777730183336,0.0750483116073947
ULCC,Frontier,38,16,0.46263818670077567,0.9432747072933384,0.03747085073241285,0.07244229103150093
UPS,United Parcel Service,1,56,-0.12224560328048584,0.9477419834418405,0.008028921691860536,-0.06584805118531924
ALGT,Allegiant Air,14,43,-0.1349585341714155,0.9481401976093711,0.010444388441832597,-0.06544193271439819
SKYW,SkyWest,18,39,0.07375785441215421,0.9486619357755253,0.011356396072303987,0.0648254871293286
ULCC,Frontier,46,8,0.6246063572717269,0.9532100684374991,0.062325128524409745,0.0611705796763376
DAL,Delta,27,30,0.10856828373433547,0.954508695464155,0.011830891351238826,0.05755902657866509
UPS,United Parcel Service,8,49,0.09442772321885284,0.9586885109274896,0.0057697810452062015,0.05207642043210456
DAL,Delta,41,16,0.1453784278440502,0.9653830900557943,0.013941452273691368,0.044182298106647935
LUV,Southwest,24,33,0.07079030887937336,0.9683626747498384,0.005156769392589133,0.039983508500295833
UPS,United Parcel Service,24,33,-0.09989984160618248,0.9724568164233498,0.003907995430307842,-0.034806981049421586
ULCC,Frontier,24,30,0.16480689095964163,0.9739687490100524,0.0038712501812532274,0.032924033999460485
JBLU,JetBlue,9,48,-0.07334253233977694,0.9766568157781716,0.001881578339602008,-0.029420100646892825
UPS,United Parcel Service,4,53,-0.047681819625852606,0.9785318559701628,0.0014338308555239543,-0.027041897518611815
SKYW,SkyWest,3,54,-0.026319341166503113,0.9811509587627578,0.0010838000313539986,-0.023739884675027346
UAL,United,3,54,-0.028561593315812983,0.9824325722653953,0.000941405378540594,-0.022125447009298343
SKYW,SkyWest,30,27,0.020831734091199886,0.9829698746999104,0.0018593495377028368,0.02156028820640975
LUV,Southwest,30,27,-0.03838501116185167,0.9833237804315904,0.001782863181221117,-0.021112170469884287
ULCC,Frontier,7,47,0.05708343202124855,0.9858263163371512,0.0007091564794170502,0.017864005117093785
DAL,Delta,24,33,-0.02727197573372675,0.9877898045926339,0.0007677842177478134,-0.015427732657460766
AA,American,9,48,0.04572421937902593,0.9884672772548142,0.0004591718084645535,0.014533409846015158
UAL,United,44,13,0.022971531469897943,0.9898561361877023,0.0015376864107574661,0.013005695142874123
ALK,Alaska,4,53,0.0174959719678959,0.9902059467830794,0.00029836872655897295,0.012335659875818231
UPS,United Parcel Service,18,39,-0.019657219769799172,0.9920460003166642,0.00027225208627523756,-0.010036610293123704
UAL,United,15,42,-0.011477951429728295,0.9937672730088201,0.0001544730449665188,-0.00786061787996535
ULCC,Frontier,36,18,-0.0293749658190241,0.9957975689416536,0.00017888240388952426,-0.005349881851495251
SKYW,SkyWest,17,40,0.0022461132782781723,0.9984222308968329,1.042647390647744e-05,0.0019904925253391654
ULCC,Frontier,26,28,-0.0035373087087529065,0.9994557202516381,1.8244866950567484e-06,-0.0006887427340137025
